"ID","FLDNAME","TBLNAME","CRFNAME","QUESTION","TEXT","STATUS","DEPRULE","TYPE","LENGTH","DECIML","RANGEVAL","RANGESQL","RANGEPRL","UNITS","CODE","NOTES","OBJID","COLID","RANGEJSCPT","NAVJSCPT","FTYPE","TAB","DE","MC","VISIBLE","LOGVISIBLE","MTBLNAME","SUBTBLNAME","POPJSCPT","GRID","DEF","update_stamp"
"-4","ORIGPROT","AGROCAMPUS","Institut Agro-ecole interne Agrocampus Ouest lipids in red blood cells","-4","Original study protocol","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-06-04 11:18:09.0"
"-4","COLPROT","AGROCAMPUS","Institut Agro-ecole interne Agrocampus Ouest lipids in red blood cells","-4","Study protocol of data collection","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-06-04 11:18:09.0"
"-4","RID","AGROCAMPUS","Institut Agro-ecole interne Agrocampus Ouest lipids in red blood cells","-4","Participant roster ID","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","The 4 digit roster ID (RID) should be used to merge data","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-06-04 11:18:09.0"
"-4","VISCODE","AGROCAMPUS","Institut Agro-ecole interne Agrocampus Ouest lipids in red blood cells","-4","Visit code","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-06-04 11:18:09.0"
"-4","VISCODE2","AGROCAMPUS","Institut Agro-ecole interne Agrocampus Ouest lipids in red blood cells","-4","Translated visit code","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","Months from baseline rounded to nearest 6 months","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-06-04 11:18:09.0"
"-4","EXAMDATE","AGROCAMPUS","Institut Agro-ecole interne Agrocampus Ouest lipids in red blood cells","-4","Examination Date","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-06-04 11:18:09.0"
"-4","SPECIMEN.BAR.CODE","AGROCAMPUS","Institut Agro-ecole interne Agrocampus Ouest lipids in red blood cells","-4","Specimen Bar Code","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-06-04 11:18:09.0"
"-4","SEQUENCE.NUMBER","AGROCAMPUS","Institut Agro-ecole interne Agrocampus Ouest lipids in red blood cells","-4","Sequence Number","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-06-04 11:18:09.0"
"-4","SPECIMEN.TYPE","AGROCAMPUS","Institut Agro-ecole interne Agrocampus Ouest lipids in red blood cells","-4","Specimen Type","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-06-04 11:18:09.0"
"-4","SPECIMEN.QUANTITY","AGROCAMPUS","Institut Agro-ecole interne Agrocampus Ouest lipids in red blood cells","-4","Specimen Quantity","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-06-04 11:18:09.0"
"-4","UOM","AGROCAMPUS","Institut Agro-ecole interne Agrocampus Ouest lipids in red blood cells","-4","UOM","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-06-04 11:18:09.0"
"-4","BOX.NAME","AGROCAMPUS","Institut Agro-ecole interne Agrocampus Ouest lipids in red blood cells","-4","Box Name","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-06-04 11:18:09.0"
"-4","POSITION","AGROCAMPUS","Institut Agro-ecole interne Agrocampus Ouest lipids in red blood cells","-4","Position","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-06-04 11:18:09.0"
"-4","KIT.NUMBER","AGROCAMPUS","Institut Agro-ecole interne Agrocampus Ouest lipids in red blood cells","-4","Kit Number","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-06-04 11:18:09.0"
"-4","LAB.NUMBER","AGROCAMPUS","Institut Agro-ecole interne Agrocampus Ouest lipids in red blood cells","-4","Lab number","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-06-04 11:18:09.0"
"-4","MASSE.MG","AGROCAMPUS","Institut Agro-ecole interne Agrocampus Ouest lipids in red blood cells","-4","masse (mg)","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-06-04 11:18:09.0"
"-4","C140","AGROCAMPUS","Institut Agro-ecole interne Agrocampus Ouest lipids in red blood cells","-4","C14:0 (% of total fatty acids)","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-06-04 11:18:09.0"
"-4","C160","AGROCAMPUS","Institut Agro-ecole interne Agrocampus Ouest lipids in red blood cells","-4","C16:0 (% of total fatty acids)","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-06-04 11:18:09.0"
"-4","C161N7","AGROCAMPUS","Institut Agro-ecole interne Agrocampus Ouest lipids in red blood cells","-4","C16:1 n-7 (% of total fatty acids)","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-06-04 11:18:09.0"
"-4","C180","AGROCAMPUS","Institut Agro-ecole interne Agrocampus Ouest lipids in red blood cells","-4","C18:0 (% of total fatty acids)","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-06-04 11:18:09.0"
"-4","C181N9","AGROCAMPUS","Institut Agro-ecole interne Agrocampus Ouest lipids in red blood cells","-4","C18:1 n-9 (% of total fatty acids)","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-06-04 11:18:09.0"
"-4","C181N7","AGROCAMPUS","Institut Agro-ecole interne Agrocampus Ouest lipids in red blood cells","-4","C18:1 n-7 (% of total fatty acids)","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-06-04 11:18:09.0"
"-4","C182N6","AGROCAMPUS","Institut Agro-ecole interne Agrocampus Ouest lipids in red blood cells","-4","C18:2 n-6 (% of total fatty acids)","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2021-06-04 11:18:09.0"
