"ID","FLDNAME","TBLNAME","CRFNAME","QUESTION","TEXT","STATUS","DEPRULE","TYPE","LENGTH","DECIML","RANGEVAL","RANGESQL","RANGEPRL","UNITS","CODE","NOTES","OBJID","COLID","RANGEJSCPT","NAVJSCPT","FTYPE","TAB","DE","MC","VISIBLE","LOGVISIBLE","MTBLNAME","SUBTBLNAME","POPJSCPT","GRID","DEF","update_stamp"
"-4","COLPROT","MAYOADIRL_MRI_MCH","Jack Lab - ADNI MRI MCH","-4","Study protocol of data collection","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2019-08-21 09:56:30.0"
"-4","RID","MAYOADIRL_MRI_MCH","Jack Lab - ADNI MRI MCH","-4","Participant roster ID","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","The 4 digit roster ID (RID) should be used to merge data","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2019-08-21 09:56:30.0"
"-4","VISCODE","MAYOADIRL_MRI_MCH","Jack Lab - ADNI MRI MCH","-4","Visit code","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2019-08-21 09:56:30.0"
"-4","VISCODE2","MAYOADIRL_MRI_MCH","Jack Lab - ADNI MRI MCH","-4","Translated visit code","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","Months from baseline rounded to nearest 6 months","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2019-08-21 09:56:30.0"
"-4","SCANDATE","MAYOADIRL_MRI_MCH","Jack Lab - ADNI MRI MCH","-4","Examination Date","-4","-4","-4","-4","-4","-4","-4","-4","CHAR(8)","-4","YYYYMMDD format","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2019-08-21 09:56:30.0"
"-4","LONI_STUDY","MAYOADIRL_MRI_MCH","Jack Lab - ADNI MRI MCH","-4","LONI Study ID","-4","-4","-4","-4","-4","-4","-4","-4","CHAR(v)","-4","Study ID as determined by LONI","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2019-08-21 09:56:30.0"
"-4","LONI_SERIES","MAYOADIRL_MRI_MCH","Jack Lab - ADNI MRI MCH","-4","LONI Series ID","-4","-4","-4","-4","-4","-4","-4","-4","CHAR(v)","-4","Series ID as determined by LONI","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2019-08-21 09:56:30.0"
"-4","LONI_IMG_ID","MAYOADIRL_MRI_MCH","Jack Lab - ADNI MRI MCH","-4","LONI Image ID","-4","-4","-4","-4","-4","-4","-4","-4","CHAR(v)","-4","Image ID as determined by LONI","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2019-08-21 09:56:30.0"
"-4","SERIES_NUM","MAYOADIRL_MRI_MCH","Jack Lab - ADNI MRI MCH","-4","Series Number","-4","-4","-4","-4","-4","-4","-4","-4","CHAR(v)","-4","Series ID as determined by the MRI Scanner","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2019-08-21 09:56:30.0"
"-4","CHOSEN","MAYOADIRL_MRI_MCH","Jack Lab - ADNI MRI MCH","-4","Chosen","-4","-4","-4","-4","-4","-4","-4","-4","CHAR(1)","-4","Indicates if the series was chosen for analysis (0) Not chosen, (1) Chosen","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2019-08-21 09:56:30.0"
"-4","STUDY_QUALITY","MAYOADIRL_MRI_MCH","Jack Lab - ADNI MRI MCH","-4","Study Quality","-4","-4","-4","-4","-4","-4","-4","-4","CHAR(2)","-4","Study QC Assessment (1) Pass, (4) Fail, (-1) Not evaluated","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2019-08-21 09:56:30.0"
"-4","SERIES_QUALITY","MAYOADIRL_MRI_MCH","Jack Lab - ADNI MRI MCH","-4","Series Quality","-4","-4","-4","-4","-4","-4","-4","-4","CHAR(2)","-4","Series QC Assessment (1) Excellent, (2) Good, (3) Fair, (4) Unusable, (-1) Not evaluated","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2019-08-21 09:56:30.0"
"-4","UNIQUEID","MAYOADIRL_MRI_MCH","Jack Lab - ADNI MRI MCH","-4","Unique ID of MCH","-4","-4","-4","-4","-4","-4","-4","-4","CHAR(v)","-4","ID of finding as determined by Analyist","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","-4","2019-08-21 09:56:30.0"
